,Time,Newman,Random
0,0.5,0.24367816091954023,0.25111724137931035
1,0.5,0.24367816091954023,0.24939080459770116
2,0.5,0.24367816091954023,0.24972873563218395
3,0.5,0.24367816091954023,0.24959770114942528
4,0.5,0.24367816091954023,0.25129655172413795
5,0.5,0.24367816091954023,0.25016321839080463
6,0.5,0.24367816091954023,0.2497333333333333
7,0.5,0.24367816091954023,0.25059080459770117
8,0.5,0.24367816091954023,0.24969655172413796
9,0.5,0.24367816091954023,0.24946436781609196
10,0.5,0.24367816091954023,0.24931954022988506
11,0.5,0.24367816091954023,0.24881149425287355
12,0.5,0.24367816091954023,0.24969655172413796
13,0.5,0.24367816091954023,0.25115402298850575
14,0.5,0.24367816091954023,0.2503494252873563
15,0.5,0.24367816091954023,0.24975632183908048
16,0.5,0.24367816091954023,0.2494827586206897
17,0.5,0.24367816091954023,0.24971494252873566
18,0.5,0.24367816091954023,0.2493379310344828
19,0.5,0.24367816091954023,0.24984597701149425
20,0.5,0.24367816091954023,0.24952873563218395
21,0.5,0.24367816091954023,0.2491655172413793
22,0.5,0.24367816091954023,0.25053563218390806
23,0.5,0.24367816091954023,0.24998160919540233
24,0.5,0.24367816091954023,0.24909655172413794
25,0.5,0.24367816091954023,0.24997931034482762
26,0.5,0.24367816091954023,0.24989655172413794
27,0.5,0.24367816091954023,0.24925287356321843
28,0.5,0.24367816091954023,0.2501770114942529
29,0.5,0.24367816091954023,0.24986206896551727
30,0.5,0.24367816091954023,0.24966666666666668
31,0.5,0.24367816091954023,0.2507379310344828
32,0.5,0.24367816091954023,0.24923908045977014
33,0.5,0.24367816091954023,0.24978160919540232
34,0.5,0.24367816091954023,0.2501333333333334
35,0.5,0.24367816091954023,0.2508712643678161
36,0.5,0.24367816091954023,0.25051724137931036
37,0.5,0.24367816091954023,0.2495632183908046
38,0.5,0.24367816091954023,0.24989885057471264
39,0.5,0.24367816091954023,0.2500298850574713
40,0.5,0.24367816091954023,0.24940229885057472
41,0.5,0.24367816091954023,0.25049885057471266
42,0.5,0.24367816091954023,0.25002068965517243
43,0.5,0.24367816091954023,0.25047126436781614
44,0.5,0.24367816091954023,0.24934252873563217
45,0.5,0.24367816091954023,0.25031954022988506
46,0.5,0.24367816091954023,0.24976781609195406
47,0.5,0.24367816091954023,0.24900459770114944
48,0.5,0.24367816091954023,0.2499977011494253
49,0.5,0.24367816091954023,0.25045747126436785
50,0.5,0.4827586206896552,0.2503034482758621
51,0.5,0.4827586206896552,0.25020459770114944
52,0.5,0.4827586206896552,0.2506367816091954
53,0.5,0.4827586206896552,0.25026896551724137
54,0.5,0.4827586206896552,0.2492505747126437
55,0.5,0.4827586206896552,0.24986436781609198
56,0.5,0.4827586206896552,0.2502712643678161
57,0.5,0.4827586206896552,0.2507034482758621
58,0.5,0.4827586206896552,0.2504597701149425
59,0.5,0.4827586206896552,0.24953563218390806
60,0.5,0.4827586206896552,0.24870114942528737
61,0.5,0.4827586206896552,0.2496712643678161
62,0.5,0.4827586206896552,0.25015402298850575
63,0.5,0.4827586206896552,0.25073333333333336
64,0.5,0.4827586206896552,0.25064827586206895
65,0.5,0.4827586206896552,0.2522344827586207
66,0.5,0.4827586206896552,0.24984597701149425
67,0.5,0.4827586206896552,0.24915402298850575
68,0.5,0.4827586206896552,0.2495425287356322
69,0.5,0.4827586206896552,0.249983908045977
70,0.5,0.4827586206896552,0.24976781609195406
